tweet_id,tweet_user_id,tweet_created_at_year,tweet_created_at_month,tweet_created_at_day,tweet_created_at_hour,tweet_hashtag_count,tweet_url_count,tweet_mention_count,tweet_has_attachment,tweet_language_id,virality,is_viral,topic_count,tweets_attachment_class
33263,18,2020,11,22,10,0.0,0.0,1.0,False,0,3,0,9,none
12748,17,2019,8,26,19,0.0,0.0,3.0,False,0,1,0,9,none
28648,32,2019,9,12,17,3.0,2.0,0.0,True,0,3,0,9,image
13634,3,2019,9,10,12,2.0,1.0,5.0,True,0,1,0,9,image
6755,21,2020,10,4,0,0.0,1.0,0.0,True,0,2,0,8,image
33206,18,2020,12,8,10,3.0,1.0,1.0,True,0,1,0,10,image
9297,5,2018,9,27,14,2.0,2.0,1.0,True,0,1,0,2,image
31375,23,2019,4,26,9,0.0,0.0,2.0,False,0,1,0,9,none
1160,16,2018,12,2,16,4.0,1.0,0.0,True,0,2,0,14,image
18005,2,2020,12,31,23,2.0,1.0,1.0,True,0,1,0,13,image
30890,23,2020,6,14,16,3.0,2.0,0.0,True,0,1,0,10,image
21486,24,2020,8,11,15,0.0,0.0,2.0,False,0,1,0,10,none
23693,50,2020,12,25,0,0.0,1.0,1.0,True,0,5,1,9,image
8293,30,2020,6,17,13,2.0,2.0,0.0,True,0,3,0,9,image
30649,23,2020,11,8,16,3.0,2.0,0.0,True,0,1,0,10,image
2766,42,2019,12,15,20,3.0,3.0,0.0,True,0,5,1,11,image
32738,15,2020,3,10,14,0.0,1.0,0.0,True,0,2,0,11,image
6821,21,2020,7,18,16,1.0,2.0,0.0,True,0,2,0,2,image
1174,16,2018,8,27,10,3.0,1.0,1.0,True,0,1,0,14,image
34933,11,2020,7,21,20,1.0,1.0,0.0,False,0,1,0,11,none
40033,47,2020,5,21,23,0.0,1.0,2.0,True,0,2,0,13,image
3461,28,2020,6,8,14,0.0,1.0,0.0,True,0,5,1,10,image
1129,16,2019,1,15,15,3.0,1.0,0.0,True,0,1,0,10,image
23805,50,2019,7,3,21,0.0,0.0,0.0,False,0,5,1,9,none
13432,3,2020,1,24,16,1.0,1.0,1.0,True,0,1,0,9,image
22435,35,2016,5,31,23,1.0,1.0,1.0,True,0,3,0,2,image
24577,4,2020,10,25,19,1.0,0.0,0.0,False,0,3,0,12,none
15477,40,2020,6,18,18,0.0,0.0,2.0,False,0,2,0,10,none
12203,17,2020,9,6,14,0.0,0.0,0.0,False,0,1,0,12,none
40273,47,2019,7,12,14,1.0,1.0,0.0,True,0,2,0,9,image
17602,27,2016,4,18,20,1.0,0.0,3.0,False,0,1,0,7,none
15552,40,2020,2,5,16,0.0,1.0,0.0,False,0,2,0,10,none
3442,28,2020,7,4,14,0.0,0.0,0.0,False,0,3,0,10,none
35626,54,2021,1,7,19,2.0,2.0,0.0,True,0,1,0,10,image
20137,48,2018,12,6,17,0.0,2.0,0.0,True,0,1,0,9,image
9549,49,2020,9,26,0,0.0,1.0,0.0,True,0,2,0,10,image
29031,43,2020,7,30,14,0.0,0.0,1.0,False,0,2,0,2,none
3011,42,2019,7,30,17,3.0,2.0,0.0,True,0,1,0,12,image
40090,47,2020,2,7,17,1.0,2.0,1.0,True,0,2,0,10,image
8814,5,2020,1,27,13,1.0,2.0,0.0,True,0,1,0,2,image
38216,34,2020,12,27,15,3.0,2.0,0.0,True,0,1,0,9,image
7235,21,2019,1,19,20,1.0,1.0,0.0,True,0,2,0,2,image
31832,53,2020,3,18,18,1.0,0.0,0.0,False,0,2,0,9,none
24182,50,2018,10,26,20,0.0,3.0,0.0,True,0,5,1,10,image
13477,3,2019,12,13,8,1.0,1.0,0.0,True,0,1,0,9,image
6305,13,2020,7,3,5,1.0,2.0,0.0,True,0,1,0,9,image
20211,48,2018,10,15,19,0.0,1.0,2.0,False,0,1,0,9,none
21743,24,2020,1,16,14,0.0,1.0,0.0,True,0,3,0,10,image
1656,16,2015,12,12,17,3.0,1.0,0.0,True,0,1,0,7,image
8198,30,2020,7,29,10,2.0,2.0,1.0,True,0,3,0,9,image
9969,49,2019,1,24,0,2.0,1.0,0.0,True,0,2,0,12,image
32693,15,2020,5,12,19,0.0,2.0,0.0,True,0,1,0,11,image
14281,55,2019,2,18,16,1.0,1.0,1.0,True,0,1,0,10,image
11870,52,2017,10,29,19,2.0,2.0,0.0,True,0,1,0,9,image
21087,31,2019,7,14,20,0.0,2.0,0.0,True,0,2,0,9,image
31626,53,2020,8,10,20,1.0,0.0,0.0,False,0,1,0,9,none
11917,52,2017,10,2,17,1.0,1.0,2.0,True,0,4,1,13,image
11211,52,2020,11,17,15,0.0,1.0,0.0,True,0,1,0,9,image
11483,52,2019,7,9,19,0.0,1.0,0.0,False,0,1,0,12,none
38469,34,2020,11,2,9,1.0,2.0,0.0,True,0,1,0,9,image
18837,44,2019,9,5,20,0.0,0.0,0.0,False,0,1,0,9,none
1391,16,2016,2,20,20,4.0,1.0,0.0,True,0,2,0,8,image
28151,32,2020,11,14,18,3.0,2.0,0.0,True,0,3,0,10,image
13343,3,2020,3,1,20,0.0,0.0,1.0,False,6,1,0,9,none
16499,22,2020,3,8,15,2.0,1.0,0.0,True,0,3,0,10,image
8224,30,2020,7,24,11,2.0,2.0,1.0,True,0,3,0,9,image
1110,16,2019,2,13,9,3.0,1.0,2.0,True,0,2,0,14,image
31540,53,2020,10,7,17,1.0,0.0,1.0,False,0,2,0,12,none
15937,40,2018,1,12,15,1.0,1.0,0.0,True,0,3,0,9,image
23632,45,2019,7,3,14,1.0,3.0,1.0,True,0,1,0,9,image
27300,6,2020,9,23,17,0.0,2.0,2.0,True,0,1,0,9,image
8584,30,2019,12,29,8,1.0,2.0,0.0,True,0,2,0,9,image
29989,38,2020,10,18,21,1.0,2.0,0.0,True,0,2,0,10,image
39251,39,2020,7,4,14,1.0,2.0,0.0,True,0,1,0,12,image
2487,42,2021,1,11,21,1.0,2.0,1.0,True,0,1,0,11,image
28953,43,2020,9,28,13,0.0,1.0,0.0,False,0,1,0,2,none
22455,35,2016,5,25,12,1.0,1.0,0.0,True,0,3,0,2,image
8731,5,2020,6,8,15,1.0,2.0,0.0,True,0,1,0,2,image
30255,38,2020,7,21,8,1.0,3.0,0.0,True,0,2,0,9,image
4494,19,2020,8,17,15,1.0,1.0,0.0,True,0,1,0,9,image
13012,3,2020,10,19,17,1.0,1.0,0.0,True,0,1,0,12,image
35813,54,2020,7,17,21,1.0,1.0,0.0,True,0,2,0,9,image
22157,35,2019,6,6,11,0.0,1.0,0.0,True,0,2,0,10,image
23084,45,2020,6,20,14,1.0,1.0,1.0,False,0,1,0,9,none
16647,22,2020,1,19,10,1.0,1.0,1.0,True,0,2,0,10,image
38625,34,2020,9,13,19,1.0,2.0,0.0,True,0,1,0,9,image
39710,39,2019,10,15,5,1.0,2.0,0.0,True,0,1,0,9,image
19532,48,2020,11,28,15,0.0,2.0,0.0,True,0,2,0,12,image
17587,27,2016,4,29,20,1.0,0.0,3.0,False,0,1,0,7,none
33999,10,2020,8,15,14,0.0,1.0,1.0,True,0,2,0,10,image
13717,3,2019,8,11,12,4.0,2.0,0.0,True,0,1,0,9,image
34729,10,2015,11,27,3,1.0,1.0,0.0,True,0,4,1,2,image
30795,23,2020,8,8,10,4.0,1.0,0.0,False,0,1,0,10,none
4275,19,2020,11,14,20,1.0,1.0,0.0,False,0,1,0,9,none
38535,34,2020,10,6,12,1.0,2.0,0.0,True,0,2,0,9,image
36511,33,2021,1,3,12,0.0,2.0,0.0,True,0,2,0,11,image
31390,23,2019,4,20,14,0.0,0.0,1.0,False,0,2,0,9,none
7053,21,2019,8,12,22,2.0,1.0,3.0,True,0,2,0,11,image
23523,45,2019,7,29,19,1.0,2.0,1.0,True,0,1,0,10,image
29074,43,2020,6,29,19,0.0,1.0,0.0,False,0,1,0,2,none
20974,31,2019,9,2,21,1.0,0.0,2.0,False,0,2,0,9,none
12124,17,2020,10,18,22,0.0,1.0,0.0,False,0,3,0,9,none
38326,34,2020,12,6,16,0.0,0.0,1.0,False,0,2,0,9,none
7440,21,2018,10,5,15,0.0,1.0,0.0,True,0,3,0,9,image
10741,26,2020,11,25,17,1.0,2.0,0.0,True,0,1,0,9,image
992,16,2019,12,2,16,2.0,1.0,0.0,True,0,2,0,11,image
2641,42,2020,8,18,15,2.0,1.0,2.0,True,0,1,0,12,image
34174,10,2019,3,19,19,1.0,1.0,0.0,True,0,3,0,10,image
9691,49,2019,12,28,17,0.0,1.0,0.0,True,0,2,0,10,image
24662,4,2020,5,29,17,0.0,1.0,0.0,True,0,3,0,10,image
39162,39,2020,8,10,19,2.0,2.0,1.0,True,0,1,0,9,image
35208,11,2019,12,11,18,1.0,1.0,1.0,False,0,3,0,2,none
26703,41,2017,4,30,16,0.0,2.0,0.0,True,0,2,0,2,image
13678,3,2019,8,26,9,0.0,0.0,2.0,False,6,2,0,9,none
29807,38,2020,12,18,22,3.0,1.0,2.0,True,0,3,0,13,image
8411,30,2020,4,29,13,2.0,2.0,0.0,True,0,3,0,10,image
7718,7,2019,4,7,12,3.0,2.0,0.0,True,0,2,0,9,image
4754,19,2020,5,15,22,1.0,2.0,0.0,True,0,1,0,9,image
18652,2,2020,10,31,0,2.0,2.0,0.0,True,0,1,0,9,image
33655,18,2020,5,27,7,0.0,2.0,0.0,True,0,1,0,10,image
20299,48,2018,7,12,14,2.0,2.0,0.0,True,0,1,0,9,image
16297,22,2020,10,2,10,0.0,1.0,0.0,False,3,2,0,10,none
21795,24,2019,12,13,15,1.0,1.0,0.0,True,0,3,0,10,image
32679,15,2020,5,19,13,0.0,0.0,0.0,False,0,1,0,11,none
21641,24,2020,4,29,14,0.0,0.0,0.0,False,0,2,0,10,none
11076,26,2020,8,17,18,0.0,0.0,1.0,False,0,2,0,10,none
18553,2,2020,11,3,21,1.0,1.0,0.0,False,0,1,0,14,none
30476,38,2020,4,30,15,1.0,2.0,0.0,True,0,3,0,9,image
25425,25,2020,9,16,13,3.0,1.0,0.0,True,0,1,0,12,image
265,8,2020,3,3,19,0.0,0.0,1.0,False,0,2,0,9,none
17682,27,2016,1,27,22,2.0,1.0,1.0,True,0,1,0,2,image
3009,42,2019,7,30,22,1.0,1.0,1.0,True,0,2,0,12,image
23765,50,2019,8,13,16,0.0,1.0,0.0,False,0,4,1,9,none
4367,19,2020,10,3,18,0.0,1.0,0.0,False,0,1,0,9,none
22576,35,2015,11,26,1,0.0,1.0,0.0,True,0,3,0,2,image
36481,33,2021,1,12,15,0.0,1.0,0.0,False,0,1,0,9,none
5940,13,2020,11,16,15,4.0,0.0,0.0,False,0,1,0,9,none
8446,30,2020,4,17,20,3.0,2.0,1.0,True,0,2,0,12,image
16793,22,2019,10,10,9,1.0,1.0,0.0,True,0,3,0,10,image
24948,4,2019,5,3,16,0.0,1.0,0.0,True,0,2,0,10,image
30347,38,2020,6,13,9,1.0,3.0,0.0,True,0,3,0,10,image
30604,23,2020,12,7,8,0.0,2.0,0.0,True,0,1,0,10,image
36517,33,2020,12,27,12,0.0,5.0,0.0,True,0,2,0,9,image
26297,46,2018,11,11,20,1.0,2.0,1.0,True,0,2,0,12,image
7780,30,2021,1,23,17,3.0,2.0,1.0,True,0,2,0,14,image
40590,47,2018,6,26,20,1.0,1.0,0.0,True,0,2,0,9,image
5505,1,2018,9,18,17,1.0,2.0,0.0,True,0,2,0,9,image
2287,37,2016,5,8,18,1.0,1.0,2.0,True,0,1,0,2,image
17391,27,2017,2,3,17,1.0,1.0,0.0,True,0,2,0,2,image
22197,35,2018,8,17,3,0.0,0.0,1.0,False,0,3,0,10,none
25219,4,2018,8,12,15,0.0,1.0,0.0,True,0,5,1,9,image
23483,45,2019,8,11,15,0.0,4.0,3.0,True,0,1,0,15,image
10474,26,2021,1,2,13,2.0,1.0,0.0,True,0,1,0,9,image
8758,5,2020,4,26,13,0.0,1.0,1.0,True,0,1,0,2,image
8255,30,2020,6,30,9,2.0,3.0,1.0,True,0,3,0,9,image
29001,43,2020,8,18,9,1.0,0.0,1.0,False,0,2,0,2,none
29151,43,2020,4,27,13,0.0,0.0,3.0,False,0,1,0,12,none
16404,22,2020,7,22,16,1.0,1.0,1.0,True,0,3,0,10,image
16228,22,2020,12,8,8,0.0,1.0,1.0,True,0,5,1,12,image
28232,32,2020,9,19,11,1.0,1.0,2.0,True,0,3,0,9,image
25944,46,2019,10,26,18,0.0,1.0,0.0,False,0,2,0,10,none
19290,44,2018,8,26,23,1.0,4.0,1.0,True,0,1,0,12,image
25103,4,2018,11,23,2,0.0,0.0,1.0,False,0,4,1,12,none
3605,28,2019,1,6,12,1.0,2.0,2.0,True,0,3,0,10,image
22760,35,2015,3,25,21,3.0,1.0,2.0,True,0,3,0,8,image
30543,38,2020,4,2,11,2.0,1.0,0.0,True,0,3,0,9,image
41251,12,2019,2,3,17,0.0,0.0,3.0,False,0,3,0,10,none
28926,43,2020,10,31,16,0.0,2.0,1.0,True,0,2,0,2,image
36588,33,2020,11,9,12,0.0,2.0,0.0,True,0,2,0,9,image
11091,26,2020,8,14,14,2.0,2.0,1.0,True,0,1,0,10,image
35089,11,2020,2,4,22,1.0,0.0,1.0,False,0,5,1,6,none
27089,41,2016,3,2,15,0.0,2.0,0.0,True,0,2,0,2,image
40741,12,2020,9,1,16,0.0,1.0,0.0,True,0,4,1,2,image
33361,18,2020,10,8,9,1.0,2.0,1.0,False,0,1,0,12,none
2584,42,2020,10,10,17,2.0,1.0,2.0,True,0,1,0,12,image
3957,28,2017,1,14,18,1.0,2.0,1.0,True,0,2,0,2,image
15264,20,2013,12,24,21,1.0,1.0,1.0,False,0,1,0,2,none
24863,4,2019,7,30,14,0.0,2.0,0.0,True,0,3,0,10,image
14286,55,2019,2,11,14,2.0,2.0,0.0,True,0,1,0,9,image
35441,11,2019,7,13,14,1.0,2.0,1.0,True,0,1,0,2,image
565,8,2019,4,20,14,1.0,0.0,2.0,False,0,1,0,12,none
16139,40,2017,3,26,18,0.0,0.0,0.0,False,0,2,0,9,none
9551,49,2020,9,23,21,0.0,1.0,0.0,True,0,2,0,10,image
606,8,2019,3,24,17,1.0,2.0,1.0,True,0,2,0,10,image
8177,30,2020,8,9,14,2.0,2.0,1.0,True,0,2,0,9,image
35220,11,2019,12,10,21,0.0,1.0,2.0,False,0,1,0,8,none
15396,40,2020,12,13,0,0.0,2.0,0.0,False,0,2,0,10,none
6511,13,2020,3,29,14,3.0,1.0,0.0,False,0,1,0,10,none
41992,0,2020,5,15,22,0.0,1.0,0.0,True,0,1,0,9,image
26249,46,2018,12,11,20,1.0,1.0,0.0,True,3,2,0,10,image
41352,12,2018,10,7,16,0.0,1.0,0.0,True,0,3,0,9,image
21946,24,2019,5,5,17,1.0,0.0,0.0,False,0,2,0,10,none
9603,49,2020,6,15,20,0.0,1.0,0.0,True,0,2,0,10,image
10479,26,2021,1,1,2,3.0,1.0,2.0,True,0,1,0,12,image
41584,0,2020,12,1,22,0.0,0.0,0.0,False,0,1,0,9,none
503,8,2019,6,15,14,0.0,0.0,2.0,False,0,2,0,9,none
32657,15,2020,5,29,12,0.0,0.0,0.0,False,0,1,0,11,none
14165,55,2019,5,31,11,0.0,1.0,0.0,True,0,1,0,10,image
23942,50,2019,3,14,16,0.0,1.0,1.0,True,0,4,1,9,image
12937,3,2020,12,15,13,2.0,2.0,1.0,True,0,1,0,9,image
11823,52,2017,11,22,16,0.0,1.0,1.0,True,0,4,1,10,image
32433,15,2020,9,9,16,0.0,1.0,0.0,True,0,1,0,11,image
5233,1,2020,1,21,0,1.0,3.0,1.0,False,0,2,0,11,none
3178,42,2019,6,24,0,2.0,2.0,2.0,True,0,2,0,11,image
41834,0,2020,8,15,20,0.0,2.0,1.0,True,0,1,0,12,image
25047,4,2019,1,23,22,1.0,0.0,3.0,False,0,3,0,15,none
16199,22,2021,1,6,18,0.0,0.0,2.0,False,0,2,0,11,none
12141,17,2020,10,6,18,1.0,1.0,1.0,False,0,1,0,10,none
165,8,2020,7,4,20,1.0,1.0,0.0,False,0,1,0,12,none
28445,32,2020,2,19,16,3.0,2.0,0.0,True,0,3,0,9,image
20948,31,2019,9,14,15,3.0,3.0,0.0,True,0,3,0,10,image
19933,48,2019,7,1,17,1.0,1.0,0.0,True,0,1,0,10,image
13288,3,2020,4,3,15,1.0,1.0,0.0,True,0,1,0,10,image
2769,42,2019,12,13,17,1.0,2.0,0.0,True,0,2,0,12,image
37798,14,2015,6,22,22,0.0,2.0,0.0,False,0,1,0,2,none
32152,53,2019,9,15,16,1.0,0.0,0.0,False,0,1,0,9,none
22838,35,2015,3,1,12,3.0,4.0,1.0,True,0,4,1,2,image
13319,3,2020,3,10,7,1.0,0.0,0.0,True,0,1,0,9,video
12277,17,2020,6,6,14,1.0,2.0,1.0,True,0,1,0,9,image
27204,6,2021,1,8,16,1.0,2.0,0.0,True,0,1,0,8,image
17058,27,2019,8,16,20,2.0,0.0,1.0,False,0,1,0,9,none
