tweet_id,tweet_user_id,tweet_created_at_year,tweet_created_at_month,tweet_created_at_day,tweet_created_at_hour,tweet_hashtag_count,tweet_url_count,tweet_mention_count,tweet_has_attachment,tweet_attachment_class,tweet_language_id,tweet_topic_ids,virality
661,8,2019,1,15,1,0.0,0.0,1.0,False,C,0,"['78', '79', '80']",1
5041,1,2020,9,12,20,2.0,1.0,2.0,False,C,0,"['36', '78', '79', '79', '80', '80']",2
28791,32,2019,6,9,9,1.0,1.0,0.0,True,A,0,"['79', '80', '98', '99', '43', '79', '80', '98', '99', '99']",3
30646,23,2020,11,10,16,2.0,2.0,1.0,True,A,0,"['78', '79', '80', '98', '99', '100', '152', '78', '79', '79', '80', '80', '81', '81', '98', '99', '100']",1
34403,10,2017,2,7,16,0.0,1.0,0.0,True,A,0,"['78', '79', '80']",3
10213,49,2018,9,14,15,0.0,1.0,0.0,True,A,0,"['98', '99', '100', '78', '79', '80', '98', '99', '100']",2
30480,38,2020,4,28,9,1.0,1.0,0.0,True,A,0,"['79', '80', '98', '99', '99', '79', '80', '98', '98', '99', '100']",3
32035,53,2019,11,13,19,1.0,1.0,0.0,True,A,0,"['152', '78', '79', '80']",2
33752,18,2020,4,12,5,2.0,2.0,0.0,True,A,0,"['78', '79', '79', '80']",1
19834,48,2019,11,8,16,0.0,0.0,0.0,False,C,0,"['78', '79', '80']",1
40251,47,2019,8,8,23,2.0,1.0,2.0,True,A,0,"['36', '36', '37', '44', '59', '93', '79', '80']",3
40903,12,2020,2,2,15,0.0,0.0,0.0,False,C,0,"['98', '99', '100', '78', '79', '80']",2
36019,54,2019,12,16,0,0.0,3.0,1.0,True,A,0,"['79', '80', '98', '99', '79', '80', '98', '99', '100']",2
23134,45,2020,5,2,16,1.0,2.0,0.0,True,A,0,"['78', '79', '80', '98', '99']",1
40728,12,2020,9,20,18,0.0,0.0,1.0,False,C,0,"['78', '79', '80', '98']",2
36031,54,2019,12,7,22,1.0,4.0,0.0,True,A,0,"['79', '80', '98', '99', '79', '80', '98', '99', '100', '100']",1
33082,15,2019,10,15,19,1.0,0.0,0.0,False,C,0,"['43', '79', '80', '98', '99', '99']",1
37588,14,2016,12,17,0,0.0,1.0,0.0,True,A,0,"['78', '79', '80']",1
973,16,2020,2,25,12,1.0,1.0,1.0,True,A,0,"['36', '36', '36', '44', '59', '78', '79', '80', '98', '99', '100', '78', '79', '80', '80']",2
36762,33,2020,7,31,11,2.0,4.0,0.0,True,A,0,"['78', '79', '80', '98']",3
22332,35,2016,12,9,18,0.0,1.0,1.0,True,A,0,"['39', '93']",3
17556,27,2016,5,21,14,2.0,0.0,2.0,False,C,0,,1
27928,6,2019,7,9,16,1.0,2.0,0.0,True,A,0,,1
31472,53,2020,12,3,17,1.0,0.0,0.0,False,C,0,"['78', '79', '80']",1
20548,31,2020,7,11,0,1.0,2.0,0.0,True,A,0,"['78', '79', '80']",2
26468,41,2019,10,8,21,1.0,2.0,0.0,True,A,0,"['80', '80']",1
20342,31,2020,12,14,18,3.0,3.0,0.0,True,A,0,"['78', '79', '80']",3
22605,35,2015,9,20,14,0.0,1.0,0.0,False,C,0,,5
19389,44,2018,6,16,16,1.0,1.0,0.0,False,C,0,"['78', '79', '80']",1
947,16,2020,4,23,10,2.0,1.0,0.0,True,A,0,"['36', '36', '36', '36', '39', '44', '59', '78', '79', '80', '98', '99', '100', '78', '79', '80', '80']",1
18591,2,2020,11,2,15,0.0,0.0,2.0,False,C,0,"['79', '80', '80', '81', '82', '98', '99', '99']",1
19239,44,2018,9,28,18,0.0,2.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100']",1
12432,17,2019,11,26,14,1.0,0.0,1.0,False,C,0,"['78', '79', '80', '98', '99', '99', '99']",1
19750,48,2020,1,25,15,0.0,1.0,0.0,False,C,0,"['78', '79', '80']",1
34955,11,2020,7,13,12,1.0,0.0,1.0,False,C,0,"['78', '79', '80']",3
28797,32,2019,6,4,16,1.0,2.0,0.0,True,A,0,"['79', '80', '98', '99', '43', '79', '80', '98', '99', '99']",3
29771,38,2020,12,28,0,6.0,3.0,0.0,True,A,0,"['43', '79', '80', '89', '98', '98', '99', '99', '100', '100', '98', '98', '99', '99', '100']",3
25922,46,2019,11,14,15,0.0,0.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80', '88']",5
23501,45,2019,8,4,17,1.0,2.0,4.0,True,A,0,"['43', '87', '88', '43', '43', '78', '79', '80', '87', '87', '88']",1
42043,0,2020,1,2,22,0.0,2.0,0.0,True,A,0,"['78', '79', '80', '98', '98', '99', '99', '78', '79', '80', '98', '99', '100']",1
28166,32,2020,11,13,11,2.0,1.0,0.0,True,A,0,"['79', '80', '98', '98', '99', '99', '100', '100', '100']",2
35435,11,2019,7,15,19,1.0,2.0,1.0,True,A,0,,1
14664,20,2018,7,2,19,0.0,1.0,1.0,True,A,0,"['78', '79', '80']",1
36376,54,2019,4,12,14,4.0,3.0,1.0,True,A,0,"['79', '80', '98', '99', '43', '79', '80', '87', '88', '88']",2
22003,24,2018,12,23,18,0.0,1.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",1
22286,35,2017,3,27,14,0.0,1.0,3.0,False,C,0,"['78', '78', '79', '79', '80', '80']",2
19304,44,2018,8,17,19,0.0,4.0,0.0,True,A,0,"['78', '78', '79', '80', '80', '98']",1
17661,27,2016,2,13,19,2.0,1.0,0.0,True,A,0,,3
26180,46,2019,4,21,17,0.0,0.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",2
20686,31,2020,4,20,12,3.0,3.0,0.0,True,A,0,"['78', '79', '80']",3
33826,18,2020,2,29,14,2.0,2.0,0.0,True,A,0,"['78', '79', '79', '80']",1
28011,6,2019,5,7,23,2.0,1.0,0.0,False,C,0,"['148', '148']",1
35668,54,2020,11,30,16,1.0,2.0,0.0,True,A,0,"['79', '80', '98', '99', '79', '80']",1
16351,22,2020,9,2,8,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",1
17493,27,2016,5,30,15,0.0,0.0,3.0,False,C,0,,2
5890,13,2020,12,8,15,1.0,2.0,0.0,True,A,0,"['78', '79', '80']",1
2460,42,2021,1,18,18,2.0,2.0,1.0,True,A,0,"['43', '43', '79', '80', '80', '89', '98', '99', '99', '100', '98', '99', '100']",2
19524,48,2020,12,13,18,2.0,0.0,1.0,False,C,0,"['156', '78', '79', '80']",2
23019,45,2020,8,16,17,1.0,2.0,2.0,True,A,0,"['78', '78', '79', '79', '80', '80', '81']",2
9651,49,2020,3,5,19,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '99', '100', '100', '78', '79', '80', '99', '100']",2
28228,32,2020,9,21,11,2.0,2.0,0.0,True,A,0,"['79', '80', '98', '99']",3
33381,18,2020,9,30,9,4.0,1.0,1.0,False,C,0,"['98', '78', '78', '79', '79', '79', '80', '80', '121']",1
10039,49,2018,12,30,21,0.0,1.0,0.0,False,C,3,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",2
40980,12,2019,11,23,16,1.0,0.0,0.0,False,C,0,"['78', '79', '80']",3
33263,18,2020,11,22,10,0.0,0.0,1.0,False,C,0,"['78', '79', '79', '80']",3
12748,17,2019,8,26,19,0.0,0.0,3.0,False,C,0,"['78', '79', '80', '98', '99']",1
28648,32,2019,9,12,17,3.0,2.0,0.0,True,A,0,"['79', '80', '98', '99', '79', '80']",3
13634,3,2019,9,10,12,2.0,1.0,5.0,True,A,0,"['78', '79', '80', '80', '98']",1
6755,21,2020,10,4,0,0.0,1.0,0.0,True,A,0,"['99', '100', '100', '99', '100']",2
33206,18,2020,12,8,10,3.0,1.0,1.0,True,A,0,"['118', '78', '79', '79', '80', '98', '99', '100']",1
9297,5,2018,9,27,14,2.0,2.0,1.0,True,A,0,,1
31375,23,2019,4,26,9,0.0,0.0,2.0,False,C,0,"['78', '79', '80']",1
1160,16,2018,12,2,16,4.0,1.0,0.0,True,A,0,"['36', '36', '36', '44', '59', '78', '79', '80', '98', '99', '100', '78', '79', '80', '80', '59']",2
18005,2,2020,12,31,23,2.0,1.0,1.0,True,A,0,"['43', '79', '80', '87', '88', '88', '88', '151', '88', '151']",1
30890,23,2020,6,14,16,3.0,2.0,0.0,True,A,0,"['78', '79', '80', '81']",1
21486,24,2020,8,11,15,0.0,0.0,2.0,False,C,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",1
23693,50,2020,12,25,0,0.0,1.0,1.0,True,A,0,"['78', '79', '80', '98', '99', '99']",5
8293,30,2020,6,17,13,2.0,2.0,0.0,True,A,0,"['78', '79', '79', '80', '98', '99']",3
30649,23,2020,11,8,16,3.0,2.0,0.0,True,A,0,"['98', '98', '99', '100', '100', '78', '79', '80', '81']",1
2766,42,2019,12,15,20,3.0,3.0,0.0,True,A,0,"['43', '43', '43', '43', '79', '80', '87', '87', '87', '88', '98', '99', '99']",5
32738,15,2020,3,10,14,0.0,1.0,0.0,True,A,0,"['43', '79', '80', '98', '99', '79', '80']",2
6821,21,2020,7,18,16,1.0,2.0,0.0,True,A,0,,2
1174,16,2018,8,27,10,3.0,1.0,1.0,True,A,0,"['36', '36', '36', '44', '59', '78', '79', '80', '80', '98', '99', '100', '59']",1
34933,11,2020,7,21,20,1.0,1.0,0.0,False,C,0,"['43', '78', '79', '80', '93', '43', '44', '93']",1
40033,47,2020,5,21,23,0.0,1.0,2.0,True,A,0,"['36', '37', '37', '43', '59', '93', '79', '80']",2
3461,28,2020,6,8,14,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",5
1129,16,2019,1,15,15,3.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '98', '99', '99', '100', '100', '78', '79', '80', '80', '98', '99']",1
23805,50,2019,7,3,21,0.0,0.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '99']",5
13432,3,2020,1,24,16,1.0,1.0,1.0,True,A,0,"['78', '79', '80', '98']",1
22435,35,2016,5,31,23,1.0,1.0,1.0,True,A,0,,3
24577,4,2020,10,25,19,1.0,0.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '100', '152', '152']",3
15477,40,2020,6,18,18,0.0,0.0,2.0,False,C,0,"['78', '79', '80', '98', '99', '100']",2
12203,17,2020,9,6,14,0.0,0.0,0.0,False,C,0,"['152', '78', '79', '80', '98', '98', '99', '99', '100']",1
40273,47,2019,7,12,14,1.0,1.0,0.0,True,A,0,"['79', '80']",2
17602,27,2016,4,18,20,1.0,0.0,3.0,False,C,0,"['36', '36', '36', '36']",1
15552,40,2020,2,5,16,0.0,1.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '100', '100', '78', '79', '80']",2
3442,28,2020,7,4,14,0.0,0.0,0.0,False,C,0,"['78', '79', '80', '98', '99', '99', '100', '100', '78', '79', '80', '98', '99', '100']",3
35626,54,2021,1,7,19,2.0,2.0,0.0,True,A,0,"['79', '80', '98', '98', '99', '99', '100', '79', '80']",1
20137,48,2018,12,6,17,0.0,2.0,0.0,True,A,0,"['78', '79', '80']",1
9549,49,2020,9,26,0,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '80', '98', '99', '99', '100', '100', '78', '79', '80', '99', '100']",2
29031,43,2020,7,30,14,0.0,0.0,1.0,False,C,0,,2
3011,42,2019,7,30,17,3.0,2.0,0.0,True,A,0,"['43', '79', '80', '98', '99', '99', '99', '99', '100', '100']",1
40090,47,2020,2,7,17,1.0,2.0,1.0,True,A,0,"['98', '99', '100', '100', '79', '80']",2
8814,5,2020,1,27,13,1.0,2.0,0.0,True,A,0,,1
38216,34,2020,12,27,15,3.0,2.0,0.0,True,A,0,"['79', '78', '79', '80']",1
7235,21,2019,1,19,20,1.0,1.0,0.0,True,A,0,,2
31832,53,2020,3,18,18,1.0,0.0,0.0,False,C,0,"['78', '79', '80']",2
24182,50,2018,10,26,20,0.0,3.0,0.0,True,A,0,"['78', '79', '80', '81']",5
13477,3,2019,12,13,8,1.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '98']",1
6305,13,2020,7,3,5,1.0,2.0,0.0,True,A,0,"['98', '99', '99', '78', '79', '80', '98', '98', '99', '99']",1
20211,48,2018,10,15,19,0.0,1.0,2.0,False,C,0,"['78', '79', '80']",1
21743,24,2020,1,16,14,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",3
1656,16,2015,12,12,17,3.0,1.0,0.0,True,A,0,"['36', '36', '36', '36']",1
8198,30,2020,7,29,10,2.0,2.0,1.0,True,A,0,"['78', '79', '79', '80', '98', '99']",3
9969,49,2019,1,24,0,2.0,1.0,0.0,True,A,0,"['39', '59', '73', '78', '79', '80', '98', '99', '99', '100', '100', '78', '79', '80', '98', '99', '100']",2
32693,15,2020,5,12,19,0.0,2.0,0.0,True,A,0,"['43', '79', '80', '98', '99']",1
14281,55,2019,2,18,16,1.0,1.0,1.0,True,A,0,"['78', '80', '98', '98', '99', '100']",1
11870,52,2017,10,29,19,2.0,2.0,0.0,True,A,0,"['98', '99', '100']",1
21087,31,2019,7,14,20,0.0,2.0,0.0,True,A,0,"['78', '79', '80']",2
31626,53,2020,8,10,20,1.0,0.0,0.0,False,C,0,"['78', '79', '80']",1
11917,52,2017,10,2,17,1.0,1.0,2.0,True,A,0,"['36', '36', '36', '36', '59', '43', '78', '79', '80', '93', '39']",4
11211,52,2020,11,17,15,0.0,1.0,0.0,True,A,0,"['78', '79', '80']",1
11483,52,2019,7,9,19,0.0,1.0,0.0,False,C,0,"['36', '36', '78', '79', '80', '98', '99', '100', '78', '79', '80']",1
38469,34,2020,11,2,9,1.0,2.0,0.0,True,A,0,"['78', '79', '80']",1
18837,44,2019,9,5,20,0.0,0.0,0.0,False,C,0,"['78', '79', '80']",1
1391,16,2016,2,20,20,4.0,1.0,0.0,True,A,0,"['36', '36', '36', '36', '36', '36', '36', '36', '36', '36', '37', '37', '37']",2
28151,32,2020,11,14,18,3.0,2.0,0.0,True,A,0,"['79', '80', '98', '99', '98', '99', '100', '100']",3
13343,3,2020,3,1,20,0.0,0.0,1.0,False,C,6,"['78', '79', '80', '98']",1
16499,22,2020,3,8,15,2.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",3
8224,30,2020,7,24,11,2.0,2.0,1.0,True,A,0,"['78', '79', '79', '79', '80', '80', '98', '99']",3
1110,16,2019,2,13,9,3.0,1.0,2.0,True,A,0,"['36', '36', '37', '59', '63', '78', '79', '80', '98', '99', '100', '43', '78', '79', '80', '80', '93', '98', '99', '100']",2
31540,53,2020,10,7,17,1.0,0.0,1.0,False,C,0,"['43', '93', '99', '78', '79', '80', '98', '98', '99', '100']",2
15937,40,2018,1,12,15,1.0,1.0,0.0,True,A,0,"['78', '79', '80', '98']",3
23632,45,2019,7,3,14,1.0,3.0,1.0,True,A,0,"['78', '79', '80']",1
27300,6,2020,9,23,17,0.0,2.0,2.0,True,A,0,"['78', '79', '80', '78', '79', '80']",1
8584,30,2019,12,29,8,1.0,2.0,0.0,True,A,0,"['78', '79', '79', '80', '98', '99', '78', '79', '79', '80']",2
29989,38,2020,10,18,21,1.0,2.0,0.0,True,A,0,"['79', '80', '98', '99', '100']",2
39251,39,2020,7,4,14,1.0,2.0,0.0,True,A,0,"['98', '152', '78', '79', '79', '80', '98']",1
2487,42,2021,1,11,21,1.0,2.0,1.0,True,A,0,"['43', '79', '79', '80', '80', '98', '99', '99']",1
28953,43,2020,9,28,13,0.0,1.0,0.0,False,C,0,,1
22455,35,2016,5,25,12,1.0,1.0,0.0,True,A,0,,3
8731,5,2020,6,8,15,1.0,2.0,0.0,True,A,0,,1
30255,38,2020,7,21,8,1.0,3.0,0.0,True,A,0,"['79', '80', '98', '99']",2
4494,19,2020,8,17,15,1.0,1.0,0.0,True,A,0,"['78', '79', '80']",1
13012,3,2020,10,19,17,1.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '152', '152', '152']",1
35813,54,2020,7,17,21,1.0,1.0,0.0,True,A,0,"['79', '80', '98', '99', '79', '80']",2
22157,35,2019,6,6,11,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '98', '99', '100']",2
23084,45,2020,6,20,14,1.0,1.0,1.0,False,C,0,"['78', '79', '80', '78', '79', '80', '98', '99']",1
16647,22,2020,1,19,10,1.0,1.0,1.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",2
38625,34,2020,9,13,19,1.0,2.0,0.0,True,A,0,"['78', '79', '80']",1
39710,39,2019,10,15,5,1.0,2.0,0.0,True,A,0,"['78', '79', '79', '80', '98', '98']",1
19532,48,2020,11,28,15,0.0,2.0,0.0,True,A,0,"['98', '99', '100', '156', '78', '79', '80']",2
17587,27,2016,4,29,20,1.0,0.0,3.0,False,C,0,"['36', '36', '36']",1
33999,10,2020,8,15,14,0.0,1.0,1.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80', '98', '99', '100']",2
13717,3,2019,8,11,12,4.0,2.0,0.0,True,A,0,"['78', '79', '80', '98']",1
34729,10,2015,11,27,3,1.0,1.0,0.0,True,A,0,,4
30795,23,2020,8,8,10,4.0,1.0,0.0,False,C,0,"['98', '99', '100', '78', '79', '80', '81']",1
4275,19,2020,11,14,20,1.0,1.0,0.0,False,C,0,"['78', '79', '80']",1
38535,34,2020,10,6,12,1.0,2.0,0.0,True,A,0,"['78', '79', '80']",2
36511,33,2021,1,3,12,0.0,2.0,0.0,True,A,0,"['78', '79', '80', '104', '111', '78', '79', '80', '98']",2
31390,23,2019,4,20,14,0.0,0.0,1.0,False,C,0,"['78', '79', '80']",2
7053,21,2019,8,12,22,2.0,1.0,3.0,True,A,0,"['36', '36', '45', '59', '98', '43', '93']",2
23523,45,2019,7,29,19,1.0,2.0,1.0,True,A,0,"['98', '99', '100', '78', '79', '80', '98', '99', '100']",1
29074,43,2020,6,29,19,0.0,1.0,0.0,False,C,0,,1
20974,31,2019,9,2,21,1.0,0.0,2.0,False,C,0,"['78', '79', '80']",2
12124,17,2020,10,18,22,0.0,1.0,0.0,False,C,0,"['78', '79', '80', '98', '99']",3
38326,34,2020,12,6,16,0.0,0.0,1.0,False,C,0,"['78', '79', '80']",2
7440,21,2018,10,5,15,0.0,1.0,0.0,True,A,0,"['98', '99', '100']",3
10741,26,2020,11,25,17,1.0,2.0,0.0,True,A,0,"['78', '79', '80']",1
992,16,2019,12,2,16,2.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '119', '120', '78', '79', '80', '80']",2
2641,42,2020,8,18,15,2.0,1.0,2.0,True,A,0,"['43', '43', '79', '80', '80', '91', '98', '98', '99', '99', '100', '80', '98', '99', '99', '100', '100']",1
34174,10,2019,3,19,19,1.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",3
9691,49,2019,12,28,17,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100', '78', '79', '80']",2
24662,4,2020,5,29,17,0.0,1.0,0.0,True,A,0,"['78', '79', '80', '98', '99', '100']",3
39162,39,2020,8,10,19,2.0,2.0,1.0,True,A,0,"['78', '79', '79', '80', '98']",1
35208,11,2019,12,11,18,1.0,1.0,1.0,False,C,0,,3
26703,41,2017,4,30,16,0.0,2.0,0.0,True,A,0,,2
13678,3,2019,8,26,9,0.0,0.0,2.0,False,C,6,"['78', '79', '80', '98']",2
